autor,link,chiste,manitas
kaitoo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1239,"
										
  wat, no es la profesión, es el río 

La gracia esta en guardia civil - guadalquivir...

LaChilvy esta esta graciosilla con chistes de informáticos.... A ver si nos dejas en paz ya de 1 vez xD									",0
LaChilvy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1240,"
										eh que yo también soy informática (pero de sistemas)

mola meterse con los programadores ROFL!									",0
Cthulhu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1241,"
										Sí sí, mola un montón, pero nosotros en la oficina siempre decimos: ""El que vale vale, el que no, a sistemas!""

Para entender la recursividad, primero debes entender la recursividad.

Ba dum tss y todo eso xD									",0
LaChilvy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1242,"
										/\

gracioso ¬¬

xD									",0
Ew0k,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1243,"
										Sera el que vale vale, y el que no, pa A.D.E....

Sistemas 4TW sorry ",0
Yandr0s,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1244,"
										Que os den, programacion >>>>> sstemas. A callar y a poner chistes

¿Por que un loco se tira de un precipicio?

chistes absurdos FTW									",0
Nestor_Cs,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1245,"
										que le dice una partícula atómica a otra partícula subatómica?

absurdos ftw									",0
Birras_cs,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1246,"
										Va un tio en coche y se le sale 1 rueda, tiene 1 de recambio pero no los tornillos, empieza a pensar si le quito a otra rueda los tornillos me quedo sin ninguno en esa... pasa un rato y ve que esta al lado de un manicomio y le dice uno que esta por la ventana:

- Y si sacas 1 tornillo de cada rueda y te quedas con 3 en todas.

-Ostias! es verdad, y tu porque estas aí?

-Yo por loco, no por gilipollas.									",0
Pachinko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1247,"
										Qué le dice Hitler a Mussolini?
									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1248,"
										
  AJEOAJEOAJEOAJEAJ									",0
Nestor_Cs,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1249,"
										Un preso indignado, decía: 

- Es ridículo lo que hacen conmigo

- Me metieron a la cárcel por haber robado un pan, y ahora me traen uno gratis todos los días.

¿Cuál es la ciudad con la tierra menos productiva del mundo?

El vaticano, porque sólo ha dado 28 papas.

¿Qué le dijo una pompi a otra pompi?

Entre nosotras hay un soplón.

El coronel dijo: ¡Sigan avanzando!

Y todos se perdieron, porque vanzando no se sabía el camino.",0
psycotiko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1250,"
										Le dice el sargento a un recluta:

- Recluta!, ayer no fue a la clase de camuflaje!

A lo que responde el recluta:

Quien dice que no fui?

P.d. Siguiendo el titulo del post....

P.d. 2. Yo soy de sistemas, y molamos mas que los programadores 
 . En mi oficina es, el que vale vale y el que no a escribir ""Hola Mundo"".									",0
Cthulhu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1251,"
										
  Supón que cogemos una empresa y metemos a sus empleados de sistemas a desarrollar aplicaciones y a los desarrolladores en sistemas. ¿Qué departamento creéis que se vería más afectado? 

Ah! Nosotros también decimos mucho ""El que vale vale, el que no a SAP! (ABAP)"".

Y ahora, chistes geeks:

¿Por qué los programadores siempre confunden Halloween con Navidad?

Porque 31 Oct equivale a 25 Dec

¿Por qué murió el programador en la ducha?

Porque en el bote de champú ponía ""Lavar, aclarar, repetir.""

Y uno old school!!

""BASIC programmers never die, they GOSUB and don't RETURN.""",0
Hyde_AMV,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1252,"
										Una madre le prepara un jugo a su hijo pequeño, pero se le olvida echarle azúcar. El niño bebe un poco y dice:

- Mamá, ugo chabe malo!

Y la madre responde:

- Sí, cariño, es un hijo de puta.									",0
McNuel,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1253,"
										¿Cuantos programadores son necesarios para cambiar una bombilla?

Programdor1: OK, usaremos un pequeño hack, pero mañana lo arreglamos.

Programador2: Sip, e inmediatamente después documentamos el resto del código.									",0
rizis,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1254,"
										La Maestra expone a sus alumnos lo siguiente:

-La hiena es un animal que vive en el norte de Africa; come carroña, se aparea una vez al año y emite un aullido semejando a la risa de un hombre.

-A ver Andrés ¿que entendiste?

-La hiena es un animal que vive en Africa, come carne podrida, se aparea una vez al año y hace un aullido que parece que sé esta riendo.

-Muy bien Andrés,tu Pablito dime..

-La hiena es un animal que vive lejos, en Africa creo; come carne podrida, sé rie como si fuera un hombre y ve a su pareja una vez al año.

-Mmmmm... bueno, has aprendido algo... Y tu Jaimito?

-Yo solo tengo una pregunta maestra:

La hiena, con lo lejos que vive,... 

con la mierda que come,... 

y con lo poco que folla...

¿De que coño sé rie?

xDD!!									",0
psycotiko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1255,"
										
  cierto es que los de sistemas, las pasariamos canutas para programar, pero no hay nada que no se arregle con google. En cambio, los programadores lo pasariais fatal con problemas en un ""servidor"" por ejemplo, no es tan facil como parece 

Chistes chistes!

En que se parecen los espermatozoides y los militares ?

1) Los dos aparecen cuando las cosas estan jodidas de verdad.

2) Los dos tienen una oportunidad entre millones de convertirse en

humanos. ",0
oOL4sTOo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1256,"
										Qué hace un madridista después de ganar la Champions en el Bernabéu?? Apaga la Play...									",0
psycotiko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1257,"
										
  jajajjajaja k grande!!!! go Lyon go!									",0
Skorp1to,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1258,"
										
  muy bueno xDDDD

ahí va el mio:

Chiste y malo = Avatar de 
 									",0
piliano,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1259,"
										Van un negro un gitano y un chino en un coche, ¿quién conduce?

Van una familia de negros, el padre, el hijo y la madre a un puente que concede los deseos al cruzarlo, pasa el padre y dice: 

-

Y se volvió blanco.

Pasa la madre y dice: 

-

Y se volvió blanca.

Empieza a pasar el hijo y se empieza a derrumbar el puente, se queda agarrado de un borde y grita: -

-
									",0
Nestor_Cs,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/42#1260,"
										
  mas malo es el jugador que el chiste, creeme...									",0
Deoxys,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1261,"
										cuál es el programa de TV favorito de Batman?

la BATidora									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1262,"
										Casi que los unicos que me hacen gracia son los chistes ""geek"". Ahi van algunos:

- Que ruido hace un foton al caer?

- Planck!

---------------

- Por que los osos blancos se disuelven en agua?

- Porque son polares.

-----------------

- Que es una langosta con triple enlace?

- Un langostino.

------------------

Y de bonus una imagen:",0
psycotiko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1263,"
										
  pues tienes un humor un tanto peculiar, porque los 4 chistes son malisimos....

Y ahora el chiste:

un tio que tiene problemas en su picha, que no se puede empalamar vamos.... y va al medico y le recomienda un tratamiento experimental para el pene, que se realiza utilizan trompa de bebe elefante. Total , que el tio accede y se la implantan.

al dia siguiente se va a cenar con una tia y mientras estan cenando, la trompa se le empieza a mover sin poder controlarla, hasta la mesa de al lado, coge un plantano y se vuelve a esconder. La chica asombrada:

- Guuuuaaauuuuu como has hecho eso??? Podrias volverlo hacer de nuevo?

El tio responde:

MMMMM, en principio si, pero no si me caberan 2 platanos por el culo....

XD									",0
Snorky,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1264,"
										Deoxys win
									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1265,"
										
  Pero tu te ries cuando cuentas tus chistes? Porque no se que es peor, que yo entienda tu chiste y no me ria porque es muy malo o que tu no piyes los mios y los critiques sin saber porque no son del genero chiste facil y tonto. gL									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1267,"
										
  He dicho que ultimamente, no que no me hagan gracia los otros. Pero vamos que si sois tan simples de meter pene, culo, tetas y sus variantes en un chiste y que os haga gracia, iros al jardin del jubilado o a las reuniones de cincuentañeras verdes que alli sereis los reyes del mambo.									",0
psycotiko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1269,"
										claro que pillo tus ""chistes"", pero no es que sean malos, es que son maliiiiisimos. Y con mis chistes claro que me rio, porque tienen gracias, no como esos chistes ""geek"".

Va que te cuento otro a ver si te ries....

Una mujer que esta harta de que su marido llegue siempre borracho, y coge y sale ella una noche de fiesta y llega con una tuerca increible. Coge la escoba y le empieza a pinchar al marido en los cachetes del culo.... El marido se la queda mirando y dice:

- Maria que haces?

La mujer responde:

- Para que sepas lo que se siente cuando llegas borracho y no atinas a meterla!

P.D. perdona si no es geek....									",0
psycotiko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1270,"
										
  devuelveme los 3 minutos que e invertido en leer ese post.... dios que pena....									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1271,"
										
  Insultar gratuitamente FTW. Cuando argumentes, alguien te hara caso.
  Pues tema zanjado, los chistes no hacen gracia a todos por igual, a mi me haran gracia estos y a ti no, quiza a mas gente si. Pero leyendo bastantes de este thread pues ya te digo que la mayoria meteis sexo y a reir.
  +1									",0
LaChilvy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1272,"
										que buen rollito! 

va un chiste:

Dos cazadores están en el bosque cuando uno de ellos de repente cae al suelo. No parece que respire y tiene los ojos vidriosos, de modo que su amigo coge el teléfono móvil y llama al servicio de emergencias:

- «Oiga, mi amigo está muerto. ¿Qué hago? ¿Qué hago?»

- «Cálmese, tranquilo, ¡estamos aquí para ayudarle! Vamos a ver... Lo primero que tiene que hacer es asegurarse de que su amigo está realmente muerto...

Entonces se hace una pausa y a continuación se oye un disparo.

El cazador vuelve a coger el teléfono y dice:

- «De acuerdo, y ahora, ¿qué hago?»									",0
palickpre,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1273,"
										aqui va mi aportacion

que es una gamba tirando piedras?
									",0
RoninPiros,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1274,"
										se abre el telon y aparecen 3 vectores linealmente independientes como se llama la pelicula?",0
Pachinko,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1275,"
										
  El logo de Mediarosa está haciendo efecto.

Contaría un chiste, pero toda mi repertorio es tán malo que el foro explotaría xD									",0
Deoxys,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1276,"
										
  WIIINNN!!!! ese me lo apunto xD									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1277,"
										-Mama mama en el colegio me llaman borde !

-Callate hijo y comete los spaghettis

-Comete los spaghettis.. comete los spaghettis.. comeme la polla 

xdddd hay que contar el final como si fueses to borde claro esta.
  

5.

Están Batman y Robin en la Batcueva cuando reciben una llamada de urgencia. Van corriendo al garaje y una vez allí Robin dice:

-Hey Batman, puedo conducir el Batmovil?

-No.

este si lo cuentas bien, mirando al otro un par de segundos y luego con un no rotundo es to lol AJAJJAJ m parto el pene.									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1279,"
										
  No me creo interesante por piyar un chiste de cosas que no debiera ni saber									",0
Nach0_Vidal,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1280,"
										¿Qué le dice un jardinero a otro???

Seamos felices mientras podamos!									",0
Kalipsou,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1281,"
										
      xDDDDDDDDDDD

¿Qué le dice una impresora a otra?:

¿Ese folio es tuyo o es impresión mia?",0
ramaGZ,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1282,"
										
  No. Te crees interesante por pillar un chiste que la mayoria de los mortales no pillarían. En MV somos todos catedráticos y los pillamos todos, pero es solo por meternos un poco contigo. Sin acritud.

Venga, otro de gente guay:

""A un famoso matemático de cuyo nombre no me acuerdo le preguntaron hace un par de siglos si era capaz de probar que si 2+2=5, él era el Papa. El matemático dijo “faltaría más” y procedió a su demostración:

- Bien. Suponemos que 2+2=5.

- Si restamos 3 a cada miembro de la igualdad, tenemos que 2+2-3=5-3, y nos queda que 1=2

- Como la igualdad es conmutativa, si 1=2, también es cierto que 2=1

- El Papa y yo somos dos personas. Pero como 2=1, el Papa y yo somos la misma persona.

- Conclusión: si 2+2=5, yo soy el Papa""									",0
RePuWoMaN,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1283,"
										
  y 
  xDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD									",0
TBT,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/43#1284,"
										cual es la peor tierra pa sembrar?

El vaticano, xq en to este tiempo solo ha dado 28 papas.

Si esta repetido, es oro.									",0
